SalePrice,1stFlrSF,2ndFlrSF,MSSubClass,LotArea,OverallCond,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd
248000,997,1288,60,11000,5,2285,2,4,1,8
213250,1680,0,20,10140,5,1680,2,3,1,7
133000,767,0,120,4058,5,767,1,1,1,4
179665,664,832,60,17104,5,1496,2,3,1,7
229000,1377,806,50,13837,5,2183,2,4,1,9
210000,915,720,50,8737,7,1635,1,3,1,6
129500,768,0,85,7244,7,768,1,2,1,5
125000,825,0,20,8235,7,825,1,2,1,4
263000,912,1182,60,9375,5,2094,2,4,1,8
140000,1069,0,120,4043,6,1069,2,2,1,4
112500,928,0,20,6000,6,928,1,3,1,5
255500,1717,0,20,11146,5,1717,2,3,1,7
108000,1126,0,20,8777,5,1126,2,2,1,5
284000,1006,1040,60,10625,5,2046,2,3,1,8
113000,1048,0,45,6380,6,1048,1,2,1,5
141000,1092,0,20,14850,5,1092,1,2,1,6
108000,897,439,50,11040,6,1336,1,3,1,7
175000,729,717,60,21872,5,1446,2,3,1,6
234000,1557,0,120,3196,5,1557,2,2,1,7
121500,1392,0,20,11341,6,1392,1,3,1,5
170000,1389,0,20,10010,5,1389,1,2,1,6
108000,996,0,30,13907,6,996,1,3,1,6
185000,1163,511,50,21780,7,1674,2,4,1,8
268000,1166,1129,60,13346,5,2295,2,4,1,9
128000,841,806,70,6858,4,1647,1,4,1,6
325000,1134,1370,60,11198,5,2504,2,4,1,11
214000,1535,0,20,10171,5,1535,2,3,1,7
316600,1496,636,50,12327,8,2132,1,1,1,5
135960,943,0,90,7032,5,943,1,2,1,4
142600,1728,0,90,13101,5,1728,2,6,2,10
120000,864,0,20,7332,6,864,1,2,1,4
224500,846,846,60,13159,5,1692,2,3,1,6
170000,774,656,80,9967,5,1430,2,3,1,8
139000,576,533,80,10500,7,1109,1,3,1,5
118500,832,384,50,8480,5,1216,1,2,1,6
145000,877,600,50,6292,7,1477,2,3,1,6
164500,1320,0,80,11777,6,1320,1,3,1,6
146000,703,689,160,3604,5,1392,2,2,1,5
131500,1050,745,50,12150,5,1795,2,4,1,7
181900,1429,0,20,14585,6,1429,1,3,1,7
253293,2042,0,20,12704,5,2042,2,3,1,8
118500,816,0,90,11841,5,816,1,3,1,5
325000,1521,1254,75,13500,9,2775,3,3,1,9
133000,989,584,50,6120,7,1573,1,3,1,6
369900,2028,0,20,11443,5,2028,2,2,1,7
130000,838,0,30,10267,7,838,1,2,1,5
137000,860,0,85,8740,6,860,1,2,1,4
143000,1473,0,20,25095,8,1473,1,1,1,5
79500,779,0,40,9100,6,935,1,2,1,4
185900,770,812,60,8320,5,1582,2,3,1,6
451950,1728,568,60,13478,5,2296,2,3,1,10
138000,816,0,20,6600,8,816,1,2,1,4
140000,848,0,120,4435,5,848,1,1,1,4
110000,924,0,20,7990,6,924,1,3,1,5
319000,1826,0,20,11302,5,1826,2,3,1,7
114504,684,684,70,3600,7,1368,1,3,1,7
194201,1402,0,120,3922,5,1402,0,2,1,7
217500,1647,0,20,12984,6,1647,2,3,1,7
151000,716,840,160,1950,6,1556,2,3,1,6
275000,1058,846,60,10927,5,1904,2,3,1,8
141000,780,595,50,9000,6,1375,1,3,1,6
220000,927,988,60,10041,5,1915,2,3,1,8
151000,600,600,160,3182,5,1200,2,2,1,4
221000,1494,0,20,12803,5,1494,2,3,1,6
205000,1186,800,60,13600,6,1986,2,3,1,7
152000,1040,0,20,12464,5,1040,1,3,1,6
225000,1112,896,20,7800,8,2008,3,3,1,8
359100,1940,1254,70,12168,6,3194,2,4,1,10
118500,1029,0,20,7943,5,1029,1,3,1,5
313000,1476,677,60,11050,5,2153,2,3,1,8
148000,1032,0,80,10395,6,1032,2,3,1,6
261500,1299,573,60,11885,5,1872,2,3,1,7
147000,1120,0,20,8402,5,1120,1,3,1,6
75500,630,0,180,1491,6,630,1,1,1,3
137500,1054,0,85,8800,7,1054,1,3,1,6
183200,807,702,60,7861,5,1509,2,3,1,7
105500,832,0,45,7227,6,832,1,2,1,4
314813,1828,0,20,11694,5,1828,2,3,1,9
305000,1482,780,60,12244,5,2262,2,4,1,10
67000,864,0,30,8248,3,864,1,2,1,5
240000,1548,1066,60,10800,7,2614,2,4,1,9
135000,980,0,20,7064,6,980,1,3,1,6
168500,756,756,160,2117,5,1512,2,2,1,4
165150,1012,778,60,10400,5,1790,1,4,1,8
160000,1116,0,20,10000,6,1116,1,3,1,5
139900,1422,0,20,12342,5,1422,1,3,1,6
153000,1520,0,80,9600,6,1520,1,3,1,7
135000,1040,1040,60,11606,5,2080,1,5,1,9
168500,1350,0,80,9020,5,1350,1,3,1,6
124000,1089,661,70,9000,6,1750,1,3,1,8
209500,1554,0,120,4590,5,1554,2,2,1,6
82500,1411,0,20,11900,5,1411,2,3,1,6
139400,1056,0,20,9250,7,1056,1,3,1,6
144000,1056,0,90,6979,5,1056,0,0,2,4
200000,1440,1440,190,10896,7,3395,2,8,2,14
60000,800,0,30,6120,3,800,1,1,1,4
93000,811,576,190,6000,4,1387,2,3,2,7
85000,796,0,30,8777,7,796,1,2,1,4
264561,1567,0,120,3982,5,1567,2,1,1,7
274000,1518,0,120,12677,5,1518,1,1,1,6
226000,1057,872,60,7050,5,1929,2,3,1,7
345000,2000,704,80,13860,7,2704,2,4,1,9
152000,780,840,60,10793,5,1620,2,4,1,7
370878,1766,0,20,9187,5,1766,2,2,1,7
143250,981,0,20,10530,5,981,1,3,1,5
98300,1048,0,20,7200,5,1048,1,3,1,7
155000,1094,0,20,10452,5,1094,1,3,1,5
155000,1051,788,60,7700,5,1839,1,4,1,7
84500,630,0,180,1936,6,630,1,1,1,3
205950,822,843,60,8125,6,1665,2,3,1,7
108000,755,755,70,9084,5,1510,1,4,1,7
191000,909,807,60,8750,5,1716,2,2,1,7
135000,756,713,50,10320,7,1469,1,3,1,7
350000,2113,0,20,10437,6,2113,2,2,1,7
88000,525,567,160,1680,5,1092,1,3,1,6
145500,1053,0,20,10007,7,1053,1,3,1,5
149000,851,651,70,7200,6,1502,1,3,1,6
97500,912,546,50,17503,5,1458,1,3,1,6
167000,1486,0,20,9937,7,1486,1,3,1,7
197900,1142,793,60,12384,7,1935,2,3,1,7
402000,1686,762,60,46589,7,2448,2,4,1,8
110000,1392,0,20,13560,3,1392,1,2,1,5
137500,1181,0,85,10012,5,1181,2,3,1,6
423000,2097,0,20,20896,5,2097,1,1,1,8
230500,1454,482,60,11194,5,1936,2,3,1,7
129000,1465,915,60,18450,5,2380,2,3,1,7
193500,1679,0,20,8125,5,1679,2,3,1,7
168000,1437,0,20,14175,6,1437,1,3,1,6
137500,1180,0,30,11600,5,1180,1,2,1,5
173500,738,738,60,8633,5,1476,2,3,1,7
103600,697,672,70,6629,6,1369,2,3,1,6
165000,1208,0,20,11250,6,1208,1,3,1,6
257500,1839,0,20,14442,7,1839,2,3,1,7
140000,1136,0,20,9200,6,1136,1,3,1,5
148500,855,586,160,2289,6,1441,2,3,1,7
87000,1095,679,70,9600,2,1774,2,4,2,8
109500,792,0,30,9022,8,792,1,2,1,5
372500,2046,0,20,11844,5,2046,2,3,1,7
128500,988,0,20,9945,5,988,1,3,1,5
143000,923,0,120,8012,5,923,2,2,1,5
159434,848,672,50,4500,5,1520,1,3,1,6
173000,1291,0,120,2887,5,1291,1,2,1,6
285000,1668,0,20,11248,5,1668,2,3,1,7
221000,1195,644,60,16770,5,1839,2,4,1,7
207500,1190,900,160,5062,5,2090,2,3,1,6
227875,874,887,60,10207,6,1761,3,3,1,7
148800,551,551,160,5105,5,1102,2,2,1,4
392000,1419,0,20,8089,6,1419,2,2,1,7
194700,1362,0,120,7577,5,1362,2,2,1,6
141000,848,0,120,4426,5,848,1,1,1,3
755000,2444,1872,60,21535,6,4316,3,4,1,10
335000,1238,1281,60,26178,5,2519,2,4,1,9
108480,1073,0,30,5400,6,1073,1,2,1,4
141500,1067,472,50,6120,6,1539,1,3,1,5
176000,1137,0,20,13811,6,1137,2,2,1,5
89000,616,0,30,6000,7,616,1,2,1,4
123500,1148,0,20,6420,7,1148,1,2,1,6
138500,894,0,20,8450,8,894,1,3,1,5
196000,1391,0,120,4282,5,1391,2,2,1,5
312500,1800,0,20,14331,5,1800,2,3,1,7
140000,1164,0,20,9600,5,1164,1,3,1,6
361919,1264,1312,60,12438,5,2576,2,4,1,10
140000,1032,780,190,7630,9,1812,2,4,2,8
213000,1484,0,20,8400,5,1484,2,3,1,7
55000,372,720,190,5600,5,1092,2,3,2,7
302000,1824,0,20,115149,5,1824,2,2,1,5
254000,1324,0,120,6240,5,1324,2,2,1,6
179540,728,728,60,9018,5,1456,2,3,1,8
109900,904,0,20,7162,7,904,1,3,1,6
52000,729,0,30,4130,6,729,1,2,1,5
102776,859,319,50,8712,7,1178,1,2,1,7
189000,1228,0,120,4671,5,1228,2,2,1,5
129000,960,0,190,9873,5,960,1,3,1,6
130500,725,754,60,13517,8,1479,2,3,1,6
165000,1350,0,20,10140,5,1350,2,3,1,7
159500,1576,978,70,10800,8,2554,1,3,1,8
157000,1178,0,20,10000,6,1178,1,3,1,5
341000,1325,1093,60,10542,5,2418,2,3,1,9
128500,971,0,20,9920,6,971,1,3,1,5
275000,1742,0,120,6563,5,1742,2,2,1,5
143000,848,0,120,4426,5,848,1,1,1,3
124500,864,0,20,8120,7,864,1,3,1,5
135000,997,473,50,8172,6,1470,2,4,1,7
320000,1698,0,20,13286,5,1698,2,3,1,8
120500,864,0,20,6960,6,864,1,3,1,5
222000,1680,0,20,21695,9,1680,2,3,1,5
194500,1232,0,20,7314,5,1232,2,2,1,6
110000,1776,0,90,11475,5,1776,2,4,2,9
103000,848,0,30,6240,5,1208,1,2,1,5
236500,1616,0,120,5389,5,1616,2,2,1,5
187500,1146,0,80,9590,5,1146,2,3,1,6
222500,1153,878,60,11404,5,2031,2,3,1,8
131400,1144,0,20,10000,6,1144,1,3,1,6
108000,948,0,20,8978,5,948,1,3,1,6
163000,880,888,75,10800,7,1768,1,2,1,6
93500,1040,0,90,8544,4,1040,2,2,2,6
239900,901,900,60,10463,5,1801,2,3,1,8
179000,1200,0,90,10800,5,1200,3,3,1,5
190000,864,864,60,9313,5,1728,2,3,1,7
132000,768,664,70,9600,7,1432,2,2,1,7
142000,912,0,20,6768,8,912,1,3,1,5
179000,1349,0,20,8450,5,1349,2,3,1,6
175000,1464,0,80,12886,6,1464,2,3,1,6
180000,1337,0,120,5395,5,1337,2,2,1,5
299800,1175,1540,60,8963,9,2715,3,4,1,11
236000,980,1276,60,8795,5,2256,2,4,1,8
265979,1320,1320,70,11700,7,2640,1,4,1,8
260400,1720,0,20,10593,5,1720,2,3,1,7
98000,1088,441,50,8405,3,1529,2,4,1,9
96500,792,348,50,8800,7,1140,1,3,1,7
162000,660,660,60,7750,5,1320,2,3,1,6
217000,1494,0,20,9236,5,1494,2,3,1,6
275500,1038,1060,60,10240,5,2098,2,3,1,8
156000,1026,0,20,7930,8,1026,1,3,1,5
172500,742,729,160,3230,5,1471,2,3,1,6
212000,866,902,60,10769,5,1768,2,3,1,7
158900,672,714,60,11616,5,1386,2,3,1,6
179400,757,744,160,2280,5,1501,2,3,1,6
290000,1328,1203,60,12257,5,2531,2,4,1,9
127500,864,0,20,9100,6,864,1,2,1,5
100000,1301,0,30,6911,5,1301,1,2,1,5
215200,764,783,60,8640,5,1547,2,3,1,7
337000,1268,1097,60,9430,5,2365,2,3,1,8
270000,1494,0,120,9549,5,1494,1,2,1,6
264132,1506,0,20,14587,5,1506,2,2,1,6
196500,980,734,60,10421,5,1714,2,3,1,7
160000,983,767,50,12508,7,1750,2,4,1,7
216837,1836,0,20,9100,5,1836,2,3,1,8
538000,1690,1589,60,53504,5,3279,3,4,1,12
134900,858,0,85,7252,5,858,1,2,1,5
102000,1220,0,20,8877,5,1220,1,2,1,6
107000,1117,0,80,7819,5,1117,1,3,1,6
114500,912,0,20,10150,5,912,1,2,1,5
395000,1973,0,20,14226,5,1973,2,3,1,9
162000,1204,0,120,4500,5,1204,2,2,1,5
221500,1614,0,20,11210,5,1614,2,3,1,7
142500,894,0,20,13350,5,894,1,3,1,5
144000,2020,0,90,8400,5,2020,2,4,2,10
135000,1004,0,90,10530,5,1004,1,2,1,4
176000,1253,0,20,7875,5,1253,2,3,1,6
175900,810,793,60,7153,5,1603,2,3,1,7
187100,1430,0,20,16285,5,1430,2,3,1,6
165500,1110,0,85,9101,6,1110,1,1,1,4
128000,742,742,75,6300,6,1484,2,3,1,9
161500,1342,0,20,9790,5,1342,2,3,1,7
139000,966,686,50,10800,6,1652,2,4,1,7
233000,956,1128,60,10142,5,2084,2,4,1,8
107900,901,0,20,6000,7,901,1,2,1,4
187500,976,1111,60,12205,8,2087,2,5,1,9
160200,1145,0,120,3182,5,1145,2,2,1,5
146800,1062,0,80,11333,5,1062,1,3,1,5
269790,1127,886,60,9920,5,2013,2,3,1,8
225000,1496,0,20,9158,5,1496,2,3,1,7
194500,1086,809,60,10832,5,1895,2,3,1,7
171000,888,676,60,8400,6,1564,2,3,1,7
143500,1285,0,20,8197,5,1285,1,3,1,7
110000,773,0,20,7677,5,773,1,2,1,4
485000,1966,1174,60,13518,5,3140,3,4,1,11
175000,981,787,50,7200,7,1768,1,3,1,7
200000,616,1072,60,12798,5,1688,2,4,1,8
109900,1196,0,30,4800,7,1196,1,2,1,5
189000,728,728,60,8199,5,1456,2,3,1,7
582933,1734,1088,60,13891,5,2822,3,4,1,12
118000,1128,0,20,9000,5,1128,1,2,1,5
227680,1428,0,20,12274,5,1428,2,3,1,6
135500,980,0,80,9750,5,980,2,3,1,6
223500,1072,504,70,21384,6,1576,1,3,1,6
159950,1086,0,80,13400,5,1086,1,3,1,6
106000,1075,1063,75,8100,5,2138,2,2,3,11
181000,1309,0,20,10140,6,1309,1,3,1,5
144500,848,0,120,4438,5,848,1,1,1,4
55993,1044,0,20,8712,5,1044,1,2,1,4
157900,1442,0,20,9750,6,1442,1,4,1,7
116000,686,564,50,8248,7,1250,1,3,1,7
224900,1661,0,20,12137,5,1661,2,3,1,6
137000,1008,0,20,11425,6,1008,1,2,1,4
271000,1689,0,20,13265,5,1689,2,3,1,7
155000,1052,0,80,8816,7,1052,1,3,1,6
224000,1358,0,120,6371,5,1358,2,2,1,6
183000,798,842,60,7226,5,1640,2,3,1,6
93000,936,0,20,6000,4,936,1,2,1,4
225000,847,886,60,12394,5,1733,2,3,1,7
139500,944,545,50,9900,7,1489,2,3,1,7
232600,1489,0,20,11216,5,1489,2,3,1,7
385000,2084,0,20,14803,5,2084,2,2,1,7
109500,784,0,45,6130,6,784,1,2,1,5
189000,1434,0,20,8529,5,1434,2,3,1,6
185000,1160,966,60,28698,5,2126,2,3,1,7
147400,520,623,160,2544,5,1223,2,2,1,4
166000,1392,0,20,11900,5,1392,1,3,1,6
151000,520,600,160,3180,5,1200,2,2,1,4
237000,941,888,60,9548,6,1829,2,3,1,7
167000,1516,0,20,10004,6,1516,1,3,1,6
139950,1144,0,20,7875,6,1144,1,3,1,6
128000,1067,0,20,9600,7,1067,2,2,1,4
153500,1559,0,30,8100,6,1559,1,2,1,5
100000,483,504,160,1680,5,987,1,2,1,5
144000,1099,0,20,9525,6,1099,1,3,1,6
130500,768,432,50,11767,6,1200,1,3,1,6
140000,810,672,70,12155,8,1482,2,4,1,7
157500,958,581,70,10440,8,1539,2,3,1,8
174900,1165,0,80,9020,7,1165,1,3,1,6
141000,1800,0,90,8000,4,1800,2,6,2,10
153900,876,540,50,12665,8,1416,1,4,1,7
171000,1701,0,85,16647,5,1701,2,3,1,6
213000,1006,769,60,9317,5,1775,2,3,1,7
133500,864,0,20,15523,6,864,1,3,1,5
240000,1307,1051,50,45600,8,2358,3,5,1,10
187000,1094,761,80,9600,7,1855,2,3,1,7
131500,848,0,120,4435,5,848,1,1,1,3
215000,1456,0,120,3196,5,1456,2,2,1,7
164000,918,728,75,7128,5,1646,2,4,1,7
158000,1445,0,80,12095,6,1445,1,3,1,7
170000,1779,0,20,17920,4,1779,1,3,1,6
127000,1040,0,20,6897,8,1040,1,3,1,6
147000,1026,0,80,10970,6,1026,1,3,1,5
174000,702,779,60,8125,5,1481,2,3,1,6
152000,1370,0,20,10400,5,1370,2,3,1,6
250000,1512,1142,60,11029,7,2654,2,4,1,9
189950,912,514,50,7642,8,1426,1,3,1,7
131500,1039,0,190,11625,4,1039,1,3,1,6
152000,1097,0,20,9672,5,1097,2,3,1,6
132500,1148,0,20,7931,5,1148,1,3,1,6
250580,1372,0,20,8640,5,1372,2,3,1,6
148500,1002,0,20,8750,6,1002,1,3,1,5
248900,1646,0,20,10656,5,1646,2,3,1,6
129000,1120,0,20,6970,5,1120,1,3,1,5
169000,1547,720,60,14762,6,2320,2,2,1,7
236000,1062,887,60,9938,5,1949,2,3,1,8
109500,894,0,20,6600,5,894,1,2,1,5
200500,804,878,60,8750,5,1682,2,3,1,7
116000,910,0,20,8892,7,910,1,3,1,5
133000,1036,0,40,12144,7,1268,1,3,1,6
66500,676,455,50,5720,6,1131,1,3,1,5
303477,1184,1426,60,9000,5,2610,2,4,1,11
132250,1040,0,20,25286,5,1040,1,3,1,5
350000,1462,762,60,8834,5,2224,2,4,1,10
148000,1155,0,85,11782,7,1155,1,3,1,6
136500,864,0,20,7000,8,864,1,3,1,6
157000,1090,0,20,7024,5,1090,1,2,1,5
187500,1187,530,50,13758,5,1717,2,3,1,7
178000,808,785,60,9636,5,1593,2,3,1,7
118500,954,795,75,6204,5,2230,1,5,1,10
100000,892,0,20,7150,5,892,1,3,1,5
328900,1709,0,120,5119,5,1709,2,2,1,5
145000,1712,0,90,8393,5,1712,2,4,2,8
135500,872,521,50,16466,7,1393,1,3,1,8
268000,2217,0,20,15865,6,2217,2,4,1,8
149500,1505,0,20,12160,4,1505,1,2,1,6
122900,672,252,50,8064,7,924,1,3,1,6
172500,918,765,60,11184,5,1683,2,3,1,7
154500,1068,0,20,8414,8,1068,1,3,1,6
165000,1383,0,20,13284,5,1383,1,3,1,6
118858,1535,0,90,7018,5,1535,2,4,2,8
140000,983,813,60,7056,5,1796,1,4,1,8
106500,951,0,30,8765,6,951,1,2,1,6
142953,1120,1120,90,7018,5,2240,2,6,2,12
611657,2364,0,20,12919,5,2364,2,2,1,11
135000,1236,0,20,6993,7,1236,1,3,1,6
110000,858,0,20,7340,6,858,1,2,1,4
153000,1306,0,20,8712,7,1306,1,2,1,5
180000,807,702,60,7875,5,1509,2,3,1,8
240000,1670,0,20,14859,5,1670,2,3,1,7
125500,902,0,20,6173,6,902,1,3,1,6
128000,1063,0,20,9920,5,1063,1,3,1,6
255000,1636,0,20,13501,5,1636,2,3,1,8
250000,1020,1037,50,11500,7,2057,1,3,1,6
131000,902,0,20,8885,5,902,1,2,1,5
174000,742,742,60,12589,5,1484,2,3,1,8
154300,1105,1169,90,11600,5,2274,2,5,2,12
143500,1268,0,20,9286,7,1268,1,3,1,5
88000,1015,0,30,6120,7,1015,1,3,1,6
145000,1001,1001,90,6270,6,2002,2,4,2,8
173733,612,612,160,3000,5,1224,2,2,1,4
75000,546,546,160,2001,5,1092,1,3,1,6
35311,480,0,20,9000,3,480,0,1,1,4
135000,1229,0,20,17140,6,1229,1,3,1,6
238000,912,1215,60,13125,5,2127,2,4,1,8
176500,1414,0,20,11029,8,1414,1,3,1,6
201000,936,785,60,8462,5,1721,2,3,1,7
145900,1272,928,90,8777,7,2200,2,4,2,9
169990,1316,0,20,10237,5,1316,2,3,1,6
193000,1617,0,120,8012,5,1617,2,2,1,5
207500,1686,0,20,10240,6,1686,2,3,1,7
175000,1126,0,20,15611,6,1126,2,3,1,6
285000,1234,1140,60,11999,5,2374,2,4,1,10
176000,1098,880,60,9900,5,1978,2,4,1,9
236500,1788,0,20,11838,5,1788,2,3,1,7
222000,993,1243,60,13006,5,2236,2,4,1,8
201000,1466,0,20,8925,5,1466,2,3,1,7
117500,925,0,20,9100,6,925,1,2,1,5
320000,1905,0,20,11670,5,1905,2,3,1,8
190000,1500,0,20,8487,5,1500,2,3,1,6
242000,2069,0,20,27650,7,2069,2,4,1,9
79900,747,0,30,5825,5,747,1,1,1,5
184900,1200,0,20,10083,5,1200,2,2,1,5
253000,1113,858,60,9675,5,1971,2,3,1,8
239799,1391,571,60,8760,5,1962,2,3,1,7
244400,1207,1196,70,24090,7,2403,2,4,1,10
150900,1728,0,90,12640,5,1728,2,4,2,8
214000,1022,1038,60,8755,5,2060,2,3,1,8
150000,1440,0,90,7711,3,1440,2,4,2,8
143000,1632,0,90,25000,4,1632,2,4,2,8
137500,1344,0,20,14375,6,1344,1,3,1,7
124900,1188,561,50,8820,6,1869,1,2,1,7
143000,1144,0,80,8163,6,1144,1,3,1,6
270000,1629,0,20,14536,5,1629,2,3,1,9
192500,936,840,60,14006,5,1776,2,3,1,7
197500,1381,0,20,9360,7,1381,1,3,1,5
129000,864,0,20,7200,8,864,1,3,1,5
119900,965,0,20,7800,5,965,1,3,1,6
133900,768,0,85,7200,8,768,1,2,1,5
172000,1168,800,60,11075,4,1968,2,4,1,7
127500,980,0,90,9400,5,980,2,4,0,4
145000,979,979,90,7136,6,1958,2,4,2,8
124000,561,668,160,1300,6,1229,1,2,1,5
132000,1057,0,20,7420,5,1057,1,3,1,6
185000,1337,0,20,8450,5,1337,2,3,1,6
155000,696,720,160,2572,5,1416,2,3,1,6
116500,858,0,20,7207,7,858,1,2,1,4
272000,1542,1330,60,12227,7,2872,2,4,1,11
155000,804,744,160,2308,6,1548,2,3,1,7
239000,1800,0,20,11923,5,1800,2,2,1,7
214900,824,1070,60,11316,5,1894,2,4,1,8
178900,783,701,60,10237,5,1484,2,3,1,8
160000,976,332,50,9600,7,1308,1,2,1,7
135000,1098,0,20,7390,7,1098,1,3,1,6
37900,600,368,50,5925,6,968,1,2,1,6
140000,1095,0,190,10382,5,1095,1,2,1,6
135000,720,472,50,10800,4,1192,1,4,1,6
173000,764,862,160,2268,5,1626,2,2,1,6
99500,918,0,120,7892,5,918,2,2,1,5
182000,1428,0,20,11639,5,1428,2,3,1,6
167500,1136,883,70,11414,8,2019,1,3,1,8
165000,673,709,160,2651,5,1382,2,3,1,6
85500,869,0,30,5900,7,869,1,2,1,4
199900,1241,0,120,4274,5,1241,1,1,1,4
110000,894,0,20,9450,5,894,1,3,1,5
139000,1121,0,20,8816,6,1121,1,3,1,5
178400,999,0,85,12122,9,999,1,3,1,6
336000,1276,1336,60,12203,5,2612,2,4,1,8
159895,1266,0,20,3182,5,1266,2,2,1,6
255900,1149,1141,60,11250,5,2290,2,4,1,9
126000,1302,432,90,10125,5,1734,2,4,2,8
125000,1164,0,190,10880,5,1164,1,3,1,5
117000,1001,634,50,5310,8,1635,1,2,1,5
395192,1940,0,20,10159,5,1940,2,3,1,8
195000,1118,912,60,12046,6,2030,2,4,1,8
197000,778,798,60,8125,5,1576,2,3,1,6
348000,1407,985,60,9452,5,2392,2,3,1,7
168000,916,826,70,17671,9,1742,1,4,1,8
187000,1020,831,60,9760,8,1851,2,3,1,7
173900,750,750,60,8846,5,1500,2,3,1,6
337500,1718,0,20,12456,5,1718,2,3,1,7
121600,774,456,50,4712,7,1230,1,3,1,5
136500,1050,0,20,10659,6,1050,1,3,1,6
185000,1442,0,20,11717,6,1442,2,2,1,6
91000,1077,0,30,9786,4,1077,1,3,1,6
206000,1208,0,20,6762,5,1208,2,2,1,6
82000,944,0,20,10206,3,944,1,2,1,4
86000,691,0,30,5400,6,691,1,2,1,4
232000,1574,0,20,11957,5,1574,2,3,1,7
136905,1680,0,90,11500,6,1680,2,4,2,8
181000,1504,0,120,3182,5,1504,2,1,1,7
149900,985,0,80,8385,8,985,2,3,1,6
163500,1657,0,20,12155,3,1657,2,3,1,7
88000,546,546,160,2217,4,1092,1,3,1,6
240000,1710,0,20,12118,5,1710,2,3,1,7
102000,1008,0,50,6000,5,1522,2,4,1,7
135000,720,551,50,21286,5,1271,2,4,1,7
100000,1664,0,90,9825,5,1664,2,4,2,8
165000,900,602,70,10592,7,1502,1,3,1,7
85000,1022,0,30,7200,4,1022,1,2,1,4
119200,1082,0,20,11664,5,1082,1,2,1,5
227000,810,855,60,8400,6,1665,2,3,1,6
203000,1504,0,20,11883,5,1504,2,3,1,6
187500,1360,0,120,5814,5,1360,1,1,1,4
160000,802,670,80,10784,5,1472,2,3,1,7
213490,1506,0,120,3013,5,1506,2,2,1,6
176000,1132,0,20,7024,5,1132,1,2,1,5
194000,1220,0,20,7406,5,1220,2,2,1,6
87000,912,336,50,9439,5,1248,1,2,1,6
191000,1504,0,120,3182,5,1504,2,2,1,7
287000,2898,0,20,15498,6,2898,2,2,1,10
112500,882,0,20,7700,5,882,1,3,1,5
167500,1264,0,20,9300,5,1264,1,3,1,6
293077,1646,0,20,9520,5,1646,2,3,1,7
105000,968,408,50,9492,5,1376,1,3,1,6
118000,672,546,160,1680,7,1218,1,3,1,7
160000,948,980,190,7082,8,1928,2,5,2,10
197000,1687,998,75,15863,3,3082,2,5,1,12
310000,1352,1168,60,14541,7,2520,2,5,1,10
230000,1654,0,20,8125,5,1654,2,3,1,6
119750,954,0,30,6305,7,954,1,2,1,5
84000,845,0,20,11500,3,845,1,3,1,5
315500,1620,0,20,12898,5,1620,2,2,1,6
287000,1055,1208,60,9240,5,2263,2,3,1,7
97000,798,546,160,1533,6,1344,1,3,1,6
80000,630,0,180,1477,4,630,1,1,1,3
155000,1803,0,20,13125,4,1803,2,3,1,8
173000,800,832,60,9130,8,1632,1,4,1,7
196000,1306,0,120,5381,5,1306,2,1,1,5
262280,1532,797,60,11839,5,2329,2,4,1,10
278000,2524,0,20,9600,5,2524,2,4,1,9
139600,1733,0,20,13680,5,1733,2,4,1,8
556581,1992,876,60,16056,5,2868,3,4,1,11
145000,990,0,20,9245,5,990,1,3,1,5
115000,1771,0,20,21750,4,1771,1,3,1,9
84900,930,0,20,11100,7,930,1,2,1,6
176485,1302,0,20,8993,5,1302,2,3,1,6
200141,1316,0,20,11175,5,1316,2,3,1,6
165000,1127,850,60,9500,6,1977,1,4,1,9
144500,1526,0,20,8562,6,1526,1,4,1,7
255000,1091,898,60,11367,5,1989,2,3,1,7
180000,1523,0,20,11361,5,1523,2,3,1,7
185850,1364,0,120,7052,5,1364,2,2,1,6
248000,979,871,60,29959,6,1850,2,3,1,7
335000,1130,1054,60,11308,5,2184,2,3,1,10
220000,1096,895,50,11275,7,1991,1,3,1,7
213500,1338,0,120,4920,5,1338,2,2,1,6
81000,894,0,30,18000,4,894,1,2,1,6
90000,1422,915,190,13600,5,2337,2,5,2,10
110500,1103,0,30,6000,6,1103,1,2,1,5
154000,1154,0,20,11000,6,1154,1,3,1,6
328000,1306,954,60,14000,5,2260,2,3,1,7
178000,799,772,60,7837,7,1571,2,3,1,7
167900,798,813,60,9760,6,1611,1,4,1,7
151400,1291,1230,160,3964,4,2521,2,5,1,10
135000,893,0,45,9600,7,893,1,2,1,4
135000,1048,0,20,10152,5,1048,1,3,1,6
154000,829,727,60,11700,6,1556,1,4,1,8
91500,1002,454,50,7585,3,1456,1,4,1,7
159500,698,728,60,7950,6,1426,1,3,1,6
194000,1240,0,20,8556,5,1240,2,2,1,5
219500,960,780,70,13125,6,1740,1,3,1,6
170000,1096,370,50,10800,8,1466,2,3,1,7
138800,1096,0,20,15870,5,1096,1,3,1,6
155900,848,0,120,4435,5,848,1,1,1,3
126000,990,0,20,8775,5,990,1,3,1,5
145000,1258,0,20,11040,7,1258,2,3,1,5
133000,1040,0,20,7500,5,1040,1,3,1,5
192000,1459,0,20,8749,5,1459,2,3,1,6
160000,1251,0,20,8800,6,1251,1,3,1,6
187500,691,807,60,13031,5,1498,2,3,1,6
